run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
ERR1051041	SAMEA3594651	ERX1131326	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051041/ERR1051041.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051041/28_IonXpress_027_rawlib.basecaller.bam	
ERR1051043	SAMEA3594653	ERX1131328	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051043/ERR1051043.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051043/28_IonXpress_029_rawlib.basecaller_28.bam	
ERR1051047	SAMEA3594657	ERX1131332	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051047/ERR1051047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051047/32_IonXpress_001_rawlib.basecaller.bam	
ERR1051049	SAMEA3594659	ERX1131334	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/009/ERR1051049/ERR1051049.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051049/32_IonXpress_003_rawlib.basecaller.bam	
ERR1051054	SAMEA3594664	ERX1131339	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051054/ERR1051054.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051054/32_IonXpress_010_rawlib.basecaller.bam	
ERR1051062	SAMEA3594672	ERX1131347	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/002/ERR1051062/ERR1051062.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051062/32_IonXpress_019_rawlib.basecaller.bam	
ERR1051063	SAMEA3594673	ERX1131348	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051063/ERR1051063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051063/32_IonXpress_020_rawlib.basecaller.bam	
ERR1051065	SAMEA3594675	ERX1131350	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/005/ERR1051065/ERR1051065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051065/32_IonXpress_034_rawlib.basecaller.bam	
ERR1051070	SAMEA3594680	ERX1131355	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/000/ERR1051070/ERR1051070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051070/32_IonXpress_039_rawlib.basecaller.bam	
ERR1051071	SAMEA3594681	ERX1131356	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051071/ERR1051071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051071/32_IonXpress_040_rawlib.basecaller.bam	
ERR1051077	SAMEA3594690	ERX1131362	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051077/ERR1051077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051077/35_IonXpress_005_rawlib.basecaller.bam	
ERR1051078	SAMEA3594691	ERX1131363	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051078/ERR1051078.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051078/35_IonXpress_006_rawlib.basecaller.bam	
ERR1051079	SAMEA3594692	ERX1131364	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/009/ERR1051079/ERR1051079.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051079/35_IonXpress_007_rawlib.basecaller.bam	
ERR1051085	SAMEA3594698	ERX1131370	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/005/ERR1051085/ERR1051085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051085/35_IonXpress_013_rawlib.basecaller.bam	
ERR1051087	SAMEA3594700	ERX1131372	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051087/ERR1051087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051087/35_IonXpress_015_rawlib.basecaller.bam	
ERR1051091	SAMEA3594704	ERX1131376	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051091/ERR1051091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051091/35_IonXpress_019_rawlib.basecaller.bam	
ERR1051093	SAMEA3594706	ERX1131378	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051093/ERR1051093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051093/35_IonXpress_021_rawlib.basecaller.bam	
ERR1051096	SAMEA3594709	ERX1131381	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/006/ERR1051096/ERR1051096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051096/35_IonXpress_024_rawlib.basecaller.bam	
ERR1051101	SAMEA3594714	ERX1131386	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051101/ERR1051101.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051101/35_IonXpress_031_rawlib.basecaller.bam	
ERR1051109	SAMEA3594722	ERX1131394	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/009/ERR1051109/ERR1051109.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051109/36_IonXpress_025_rawlib.basecaller.bam	
ERR1051111	SAMEA3594724	ERX1131396	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051111/ERR1051111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051111/36_IonXpress_027_rawlib.basecaller.bam	
ERR1051112	SAMEA3594725	ERX1131397	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/002/ERR1051112/ERR1051112.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051112/36_IonXpress_028_rawlib.basecaller.bam	
ERR1051113	SAMEA3594726	ERX1131398	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051113/ERR1051113.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051113/36_IonXpress_029_rawlib.basecaller.bam	
ERR1051115	SAMEA3594728	ERX1131400	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/005/ERR1051115/ERR1051115.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051115/36_IonXpress_031_rawlib.basecaller.bam	
ERR1051116	SAMEA3594729	ERX1131401	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/006/ERR1051116/ERR1051116.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051116/36_IonXpress_032_rawlib.basecaller.bam	
ERR1051120	SAMEA3594733	ERX1131405	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/000/ERR1051120/ERR1051120.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051120/36_IonXpress_036_rawlib.basecaller.bam	
ERR1051123	SAMEA3594736	ERX1131408	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051123/ERR1051123.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051123/36_IonXpress_039_rawlib.basecaller.bam	
ERR1051129	SAMEA3594742	ERX1131414	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/009/ERR1051129/ERR1051129.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051129/36_IonXpress_045_rawlib.basecaller.bam	
ERR1051135	SAMEA3594748	ERX1131420	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/005/ERR1051135/ERR1051135.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051135/39_IonXpress_003_rawlib.basecaller.bam	
ERR1051136	SAMEA3594749	ERX1131421	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/006/ERR1051136/ERR1051136.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051136/39_IonXpress_004_rawlib.basecaller.bam	
ERR1051138	SAMEA3594751	ERX1131423	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051138/ERR1051138.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051138/39_IonXpress_006_rawlib.basecaller.bam	
ERR1051139	SAMEA3594752	ERX1131424	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/009/ERR1051139/ERR1051139.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051139/39_IonXpress_009_rawlib.basecaller.bam	
ERR1051144	SAMEA3594757	ERX1131429	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051144/ERR1051144.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051144/39_IonXpress_015_rawlib.basecaller.bam	
ERR1051146	SAMEA3594760	ERX1131431	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/006/ERR1051146/ERR1051146.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051146/20_IonXpress_002_rawlib.basecaller.bam	
ERR1051148	SAMEA3594762	ERX1131433	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051148/ERR1051148.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051148/20_IonXpress_004_rawlib.basecaller.bam	
ERR1051153	SAMEA3594767	ERX1131438	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051153/ERR1051153.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051153/20_IonXpress_009_rawlib.basecaller.bam	
ERR1051155	SAMEA3594769	ERX1131440	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/005/ERR1051155/ERR1051155.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051155/20_IonXpress_011_rawlib.basecaller.bam	
ERR1051156	SAMEA3594770	ERX1131441	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/006/ERR1051156/ERR1051156.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051156/20_IonXpress_012_rawlib.basecaller.bam	
ERR1051158	SAMEA3594772	ERX1131443	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051158/ERR1051158.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051158/20_IonXpress_014_rawlib.basecaller.bam	
ERR1051163	SAMEA3594777	ERX1131448	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051163/ERR1051163.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051163/20_IonXpress_019_rawlib.basecaller.bam	
ERR1051165	SAMEA3594779	ERX1131450	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/005/ERR1051165/ERR1051165.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051165/20_IonXpress_021_rawlib.basecaller.bam	
ERR1051167	SAMEA3594781	ERX1131452	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051167/ERR1051167.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051167/20_IonXpress_023_rawlib.basecaller.bam	
ERR1051168	SAMEA3594782	ERX1131453	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051168/ERR1051168.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051168/20_IonXpress_024_rawlib.basecaller.bam	
ERR1051171	SAMEA3594785	ERX1131456	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051171/ERR1051171.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051171/20_IonXpress_029_rawlib.basecaller.bam	
ERR1051175	SAMEA3594789	ERX1131460	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/005/ERR1051175/ERR1051175.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051175/20_IonXpress_033_rawlib.basecaller.bam	
ERR1051180	SAMEA3594794	ERX1131465	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/000/ERR1051180/ERR1051180.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051180/20_IonXpress_038_rawlib.basecaller.bam	
ERR1051181	SAMEA3594795	ERX1131466	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051181/ERR1051181.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051181/20_IonXpress_039_rawlib.basecaller.bam	
ERR1055231	SAMEA3594758	ERX1135516	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1055231/ERR1055231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1055231/39_IonXpress_016_rawlib.basecaller.bam	
ERR1051017	SAMEA3594627	ERX1131302	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051017/ERR1051017.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051017/17_IonXpress_019_rawlib.basecaller.bam	
ERR1051018	SAMEA3594628	ERX1131303	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051018/ERR1051018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051018/17_IonXpress_020_rawlib.basecaller.bam	
ERR1051027	SAMEA3594637	ERX1131312	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051027/ERR1051027.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051027/28_IonXpress_011_rawlib.basecaller_28.bam	
ERR1051028	SAMEA3594638	ERX1131313	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051028/ERR1051028.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051028/28_IonXpress_012_rawlib.basecaller_28.bam	
ERR1051030	SAMEA3594640	ERX1131315	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/000/ERR1051030/ERR1051030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051030/28_IonXpress_016_rawlib.basecaller_28.bam	
ERR1051033	SAMEA3594643	ERX1131318	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051033/ERR1051033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051033/28_IonXpress_019_rawlib.basecaller_28.bam	
ERR1051039	SAMEA3594649	ERX1131324	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/009/ERR1051039/ERR1051039.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051039/28_IonXpress_025_rawlib.basecaller.bam	
ERR1051044	SAMEA3594654	ERX1131329	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051044/ERR1051044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051044/28_IonXpress_030_rawlib.basecaller_28.bam	
ERR1051048	SAMEA3594658	ERX1131333	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051048/ERR1051048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051048/32_IonXpress_002_rawlib.basecaller.bam	
ERR1051056	SAMEA3594666	ERX1131341	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/006/ERR1051056/ERR1051056.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051056/32_IonXpress_012_rawlib.basecaller.bam	
ERR1051058	SAMEA3594668	ERX1131343	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051058/ERR1051058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051058/32_IonXpress_015_rawlib.basecaller.bam	
ERR1051061	SAMEA3594671	ERX1131346	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051061/ERR1051061.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051061/32_IonXpress_018_rawlib.basecaller.bam	
ERR1051064	SAMEA3594674	ERX1131349	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051064/ERR1051064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051064/32_IonXpress_033_rawlib.basecaller.bam	
ERR1051067	SAMEA3594677	ERX1131352	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051067/ERR1051067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051067/32_IonXpress_036_rawlib.basecaller.bam	
ERR1051068	SAMEA3594678	ERX1131353	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051068/ERR1051068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051068/32_IonXpress_037_rawlib.basecaller.bam	
ERR1051073	SAMEA3594686	ERX1131358	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/003/ERR1051073/ERR1051073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051073/35_IonXpress_001_rawlib.basecaller.bam	
ERR1051074	SAMEA3594687	ERX1131359	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051074/ERR1051074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051074/35_IonXpress_002_rawlib.basecaller.bam	
ERR1051081	SAMEA3594694	ERX1131366	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/001/ERR1051081/ERR1051081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051081/35_IonXpress_009_rawlib.basecaller.bam	
ERR1051084	SAMEA3594697	ERX1131369	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051084/ERR1051084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051084/35_IonXpress_012_rawlib.basecaller.bam	
ERR1051088	SAMEA3594701	ERX1131373	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051088/ERR1051088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051088/35_IonXpress_016_rawlib.basecaller.bam	
ERR1051090	SAMEA3594703	ERX1131375	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/000/ERR1051090/ERR1051090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051090/35_IonXpress_018_rawlib.basecaller.bam	
ERR1051092	SAMEA3594705	ERX1131377	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/002/ERR1051092/ERR1051092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051092/35_IonXpress_020_rawlib.basecaller.bam	
ERR1051094	SAMEA3594707	ERX1131379	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051094/ERR1051094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051094/35_IonXpress_022_rawlib.basecaller.bam	
ERR1051097	SAMEA3594710	ERX1131382	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051097/ERR1051097.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051097/35_IonXpress_025_rawlib.basecaller.bam	
ERR1051099	SAMEA3594712	ERX1131384	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/009/ERR1051099/ERR1051099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051099/35_IonXpress_029_rawlib.basecaller.bam	
ERR1051104	SAMEA3594717	ERX1131389	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051104/ERR1051104.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051104/36_IonXpress_020_rawlib.basecaller.bam	
ERR1051106	SAMEA3594719	ERX1131391	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/006/ERR1051106/ERR1051106.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051106/36_IonXpress_022_rawlib.basecaller.bam	
ERR1051114	SAMEA3594727	ERX1131399	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/004/ERR1051114/ERR1051114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051114/36_IonXpress_030_rawlib.basecaller.bam	
ERR1051117	SAMEA3594730	ERX1131402	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051117/ERR1051117.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051117/36_IonXpress_033_rawlib.basecaller.bam	
ERR1051118	SAMEA3594731	ERX1131403	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/008/ERR1051118/ERR1051118.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051118/36_IonXpress_034_rawlib.basecaller.bam	
ERR1051127	SAMEA3594740	ERX1131412	PRJEB11252	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR105/007/ERR1051127/ERR1051127.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR105/ERR1051127/36_IonXpress_043_rawlib.basecaller.bam	
